,figure,authenticity,year,band,selling_price_USD,condition,character_type,recorded_sales_updated
19815,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.9,129,loose_figure,jedi,5.3
19816,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.9,267.91,loose_figure,jedi,4.7
19817,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.9,495,loose_figure,jedi,6.5
19818,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.9,387,loose_figure,jedi,8.5
19819,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.9,371,loose_figure,jedi,7.5
19820,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.9,272.05,loose_figure,jedi,6.3
19821,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.9,375,loose_figure,jedi,6
19822,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.9,445,loose_figure,jedi,6.9
19823,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.9,444,loose_figure,jedi,9.1
19824,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.9,459.02,loose_figure,jedi,6.8
19825,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.9,310,loose_figure,jedi,3.6
19826,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.8,49.55,loose_figure,jedi,0.2
19827,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.8,127.5,loose_figure,jedi,3.6
19828,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.8,109.02,loose_figure,jedi,5.3
19829,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.8,220.33,loose_figure,jedi,4.7
19830,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.8,406,loose_figure,jedi,6.5
19831,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.8,260,loose_figure,jedi,8.5
19832,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.8,278.14,loose_figure,jedi,7.5
19833,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.8,199.99,loose_figure,jedi,6.3
19834,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.8,324.99,loose_figure,jedi,6
19835,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.8,335,loose_figure,jedi,6.9
19836,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.8,330.55,loose_figure,jedi,9.1
19837,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.8,325,loose_figure,jedi,6.8
19838,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.8,274.99,loose_figure,jedi,3.6
19839,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.7,49.55,loose_figure,jedi,0.2
19840,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.7,93.46,loose_figure,jedi,3.6
19841,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.7,100.55,loose_figure,jedi,5.3
19842,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.7,173.48,loose_figure,jedi,4.7
19843,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.7,197.65,loose_figure,jedi,6.5
19844,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.7,184.5,loose_figure,jedi,8.5
19845,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.7,182.5,loose_figure,jedi,7.5
19846,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.7,175,loose_figure,jedi,6.3
19847,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.7,250,loose_figure,jedi,6
19848,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.7,290,loose_figure,jedi,6.9
19849,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.7,305,loose_figure,jedi,9.1
19850,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.7,261,loose_figure,jedi,6.8
19851,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.7,250,loose_figure,jedi,3.6
19852,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.6,49.55,loose_figure,jedi,0.2
19853,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.6,80.86,loose_figure,jedi,3.6
19854,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.6,85.08,loose_figure,jedi,5.3
19855,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.6,149.99,loose_figure,jedi,4.7
19856,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.6,167.5,loose_figure,jedi,6.5
19857,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.6,171.5,loose_figure,jedi,8.5
19858,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.6,150.5,loose_figure,jedi,7.5
19859,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.6,156.23,loose_figure,jedi,6.3
19860,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.6,240.5,loose_figure,jedi,6
19861,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.6,270,loose_figure,jedi,6.9
19862,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.6,265,loose_figure,jedi,9.1
19863,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.6,249.55,loose_figure,jedi,6.8
19864,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.6,242.41,loose_figure,jedi,3.6
19865,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.5,49.55,loose_figure,jedi,0.2
19866,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.5,73,loose_figure,jedi,3.6
19867,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.5,78,loose_figure,jedi,5.3
19868,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.5,123.5,loose_figure,jedi,4.7
19869,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.5,154.07,loose_figure,jedi,6.5
19870,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.5,149.5,loose_figure,jedi,8.5
19871,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.5,128.04,loose_figure,jedi,7.5
19872,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.5,139,loose_figure,jedi,6.3
19873,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.5,219,loose_figure,jedi,6
19874,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.5,239,loose_figure,jedi,6.9
19875,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.5,235,loose_figure,jedi,9.1
19876,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.5,225,loose_figure,jedi,6.8
19877,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.5,226.99,loose_figure,jedi,3.6
19878,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.4,49.55,loose_figure,jedi,0.2
19879,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.4,69.99,loose_figure,jedi,3.6
19880,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.4,73,loose_figure,jedi,5.3
19881,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.4,113.82,loose_figure,jedi,4.7
19882,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.4,130.5,loose_figure,jedi,6.5
19883,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.4,128.01,loose_figure,jedi,8.5
19884,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.4,112.5,loose_figure,jedi,7.5
19885,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.4,121,loose_figure,jedi,6.3
19886,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.4,200,loose_figure,jedi,6
19887,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.4,215.24,loose_figure,jedi,6.9
19888,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.4,202.5,loose_figure,jedi,9.1
19889,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.4,189.99,loose_figure,jedi,6.8
19890,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.4,195.99,loose_figure,jedi,3.6
19891,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.3,49.55,loose_figure,jedi,0.2
19892,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.3,67.61,loose_figure,jedi,3.6
19893,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.3,70,loose_figure,jedi,5.3
19894,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.3,99.99,loose_figure,jedi,4.7
19895,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.3,121.74,loose_figure,jedi,6.5
19896,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.3,117.5,loose_figure,jedi,8.5
19897,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.3,100,loose_figure,jedi,7.5
19898,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.3,100,loose_figure,jedi,6.3
19899,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.3,181.01,loose_figure,jedi,6
19900,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.3,195.5,loose_figure,jedi,6.9
19901,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.3,173.48,loose_figure,jedi,9.1
19902,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.3,172.03,loose_figure,jedi,6.8
19903,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.3,190,loose_figure,jedi,3.6
19904,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.2,49.55,loose_figure,jedi,0.2
19905,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.2,59.99,loose_figure,jedi,3.6
19906,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.2,64.77,loose_figure,jedi,5.3
19907,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.2,83.24,loose_figure,jedi,4.7
19908,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.2,116.5,loose_figure,jedi,6.5
19909,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.2,104.99,loose_figure,jedi,8.5
19910,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.2,88.5,loose_figure,jedi,7.5
19911,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.2,89.88,loose_figure,jedi,6.3
19912,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.2,137.66,loose_figure,jedi,6
19913,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.2,179.99,loose_figure,jedi,6.9
19914,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.2,155.5,loose_figure,jedi,9.1
19915,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.2,151.01,loose_figure,jedi,6.8
19916,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.2,153.68,loose_figure,jedi,3.6
19917,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2013,0.1,49.55,loose_figure,jedi,0.2
19918,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2014,0.1,56.59,loose_figure,jedi,3.6
19919,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2015,0.1,61,loose_figure,jedi,5.3
19920,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2016,0.1,65.98,loose_figure,jedi,4.7
19921,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2017,0.1,104.54,loose_figure,jedi,6.5
19922,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2018,0.1,81,loose_figure,jedi,8.5
19923,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2019,0.1,76.01,loose_figure,jedi,7.5
19924,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2020,0.1,73.89,loose_figure,jedi,6.3
19925,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2021,0.1,124.57,loose_figure,jedi,6
19926,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2022,0.1,127.9,loose_figure,jedi,6.9
19927,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2023,0.1,144.56,loose_figure,jedi,9.1
19928,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2024,0.1,129.97,loose_figure,jedi,6.8
19929,Luke Skywalker Farmboy (Yellow hair),graded,1/1/2025,0.1,134.05,loose_figure,jedi,3.6
19930,Lumat,ungraded,1/1/2013,1,43.25,loose_figure,alien/other,0.3
19931,Lumat,ungraded,1/1/2014,1,52.12,loose_figure,alien/other,7.7
19932,Lumat,ungraded,1/1/2015,1,74.82,loose_figure,alien/other,9.4
19933,Lumat,ungraded,1/1/2016,1,87.76,loose_figure,alien/other,9.5
19934,Lumat,ungraded,1/1/2017,1,112.13,loose_figure,alien/other,7.3
19935,Lumat,ungraded,1/1/2018,1,134.69,loose_figure,alien/other,6.9
19936,Lumat,ungraded,1/1/2019,1,93,loose_figure,alien/other,7.3
19937,Lumat,ungraded,1/1/2020,1,127.57,loose_figure,alien/other,6.8
19938,Lumat,ungraded,1/1/2021,1,199.37,loose_figure,alien/other,8.6
19939,Lumat,ungraded,1/1/2022,1,232.65,loose_figure,alien/other,7.8
19940,Lumat,ungraded,1/1/2023,1,211.46,loose_figure,alien/other,7
19941,Lumat,ungraded,1/1/2024,1,210.05,loose_figure,alien/other,6.8
19942,Lumat,ungraded,1/1/2025,1,202.5,loose_figure,alien/other,4.9
19943,Lumat,ungraded,1/1/2013,0.9,39.24,loose_figure,alien/other,0.3
19944,Lumat,ungraded,1/1/2014,0.9,45.63,loose_figure,alien/other,7.7
19945,Lumat,ungraded,1/1/2015,0.9,57.5,loose_figure,alien/other,9.4
19946,Lumat,ungraded,1/1/2016,0.9,63.4,loose_figure,alien/other,9.5
19947,Lumat,ungraded,1/1/2017,0.9,75.01,loose_figure,alien/other,7.3
19948,Lumat,ungraded,1/1/2018,0.9,76,loose_figure,alien/other,6.9
19949,Lumat,ungraded,1/1/2019,0.9,66.61,loose_figure,alien/other,7.3
19950,Lumat,ungraded,1/1/2020,0.9,101.22,loose_figure,alien/other,6.8
19951,Lumat,ungraded,1/1/2021,0.9,161.65,loose_figure,alien/other,8.6
19952,Lumat,ungraded,1/1/2022,0.9,159.99,loose_figure,alien/other,7.8
19953,Lumat,ungraded,1/1/2023,0.9,145.63,loose_figure,alien/other,7
19954,Lumat,ungraded,1/1/2024,0.9,146.16,loose_figure,alien/other,6.8
19955,Lumat,ungraded,1/1/2025,0.9,155.8,loose_figure,alien/other,4.9
19956,Lumat,ungraded,1/1/2013,0.8,39.24,loose_figure,alien/other,0.3
19957,Lumat,ungraded,1/1/2014,0.8,39.35,loose_figure,alien/other,7.7
19958,Lumat,ungraded,1/1/2015,0.8,50.14,loose_figure,alien/other,9.4
19959,Lumat,ungraded,1/1/2016,0.8,60.97,loose_figure,alien/other,9.5
19960,Lumat,ungraded,1/1/2017,0.8,69.11,loose_figure,alien/other,7.3
19961,Lumat,ungraded,1/1/2018,0.8,67.95,loose_figure,alien/other,6.9
19962,Lumat,ungraded,1/1/2019,0.8,62.02,loose_figure,alien/other,7.3
19963,Lumat,ungraded,1/1/2020,0.8,95,loose_figure,alien/other,6.8
19964,Lumat,ungraded,1/1/2021,0.8,149.99,loose_figure,alien/other,8.6
19965,Lumat,ungraded,1/1/2022,0.8,142.5,loose_figure,alien/other,7.8
19966,Lumat,ungraded,1/1/2023,0.8,141,loose_figure,alien/other,7
19967,Lumat,ungraded,1/1/2024,0.8,139,loose_figure,alien/other,6.8
19968,Lumat,ungraded,1/1/2025,0.8,131.5,loose_figure,alien/other,4.9
19969,Lumat,ungraded,1/1/2013,0.7,39.24,loose_figure,alien/other,0.3
19970,Lumat,ungraded,1/1/2014,0.7,37,loose_figure,alien/other,7.7
19971,Lumat,ungraded,1/1/2015,0.7,46.87,loose_figure,alien/other,9.4
19972,Lumat,ungraded,1/1/2016,0.7,54.15,loose_figure,alien/other,9.5
19973,Lumat,ungraded,1/1/2017,0.7,62.69,loose_figure,alien/other,7.3
19974,Lumat,ungraded,1/1/2018,0.7,63.61,loose_figure,alien/other,6.9
19975,Lumat,ungraded,1/1/2019,0.7,59.02,loose_figure,alien/other,7.3
19976,Lumat,ungraded,1/1/2020,0.7,82.2,loose_figure,alien/other,6.8
19977,Lumat,ungraded,1/1/2021,0.7,142.5,loose_figure,alien/other,8.6
19978,Lumat,ungraded,1/1/2022,0.7,138.6,loose_figure,alien/other,7.8
19979,Lumat,ungraded,1/1/2023,0.7,127.95,loose_figure,alien/other,7
19980,Lumat,ungraded,1/1/2024,0.7,134.46,loose_figure,alien/other,6.8
19981,Lumat,ungraded,1/1/2025,0.7,127.5,loose_figure,alien/other,4.9
19982,Lumat,ungraded,1/1/2013,0.6,39.24,loose_figure,alien/other,0.3
19983,Lumat,ungraded,1/1/2014,0.6,34.65,loose_figure,alien/other,7.7
19984,Lumat,ungraded,1/1/2015,0.6,44,loose_figure,alien/other,9.4
19985,Lumat,ungraded,1/1/2016,0.6,50.68,loose_figure,alien/other,9.5
19986,Lumat,ungraded,1/1/2017,0.6,57.83,loose_figure,alien/other,7.3
19987,Lumat,ungraded,1/1/2018,0.6,62,loose_figure,alien/other,6.9
19988,Lumat,ungraded,1/1/2019,0.6,56,loose_figure,alien/other,7.3
19989,Lumat,ungraded,1/1/2020,0.6,78.77,loose_figure,alien/other,6.8
19990,Lumat,ungraded,1/1/2021,0.6,132.95,loose_figure,alien/other,8.6
19991,Lumat,ungraded,1/1/2022,0.6,131.41,loose_figure,alien/other,7.8
19992,Lumat,ungraded,1/1/2023,0.6,120.5,loose_figure,alien/other,7
19993,Lumat,ungraded,1/1/2024,0.6,129.95,loose_figure,alien/other,6.8
19994,Lumat,ungraded,1/1/2025,0.6,119.69,loose_figure,alien/other,4.9
19995,Lumat,ungraded,1/1/2013,0.5,39.24,loose_figure,alien/other,0.3
19996,Lumat,ungraded,1/1/2014,0.5,33.59,loose_figure,alien/other,7.7
19997,Lumat,ungraded,1/1/2015,0.5,41,loose_figure,alien/other,9.4
19998,Lumat,ungraded,1/1/2016,0.5,47.48,loose_figure,alien/other,9.5
19999,Lumat,ungraded,1/1/2017,0.5,53,loose_figure,alien/other,7.3
20000,Lumat,ungraded,1/1/2018,0.5,60.08,loose_figure,alien/other,6.9
20001,Lumat,ungraded,1/1/2019,0.5,52.52,loose_figure,alien/other,7.3
20002,Lumat,ungraded,1/1/2020,0.5,70,loose_figure,alien/other,6.8
20003,Lumat,ungraded,1/1/2021,0.5,122.38,loose_figure,alien/other,8.6
20004,Lumat,ungraded,1/1/2022,0.5,123.5,loose_figure,alien/other,7.8
20005,Lumat,ungraded,1/1/2023,0.5,107.57,loose_figure,alien/other,7
20006,Lumat,ungraded,1/1/2024,0.5,119.49,loose_figure,alien/other,6.8
20007,Lumat,ungraded,1/1/2025,0.5,115,loose_figure,alien/other,4.9
20008,Lumat,ungraded,1/1/2013,0.4,26.65,loose_figure,alien/other,0.3
20009,Lumat,ungraded,1/1/2014,0.4,31.5,loose_figure,alien/other,7.7
20010,Lumat,ungraded,1/1/2015,0.4,35.52,loose_figure,alien/other,9.4
20011,Lumat,ungraded,1/1/2016,0.4,46,loose_figure,alien/other,9.5
20012,Lumat,ungraded,1/1/2017,0.4,50,loose_figure,alien/other,7.3
20013,Lumat,ungraded,1/1/2018,0.4,57,loose_figure,alien/other,6.9
20014,Lumat,ungraded,1/1/2019,0.4,49.99,loose_figure,alien/other,7.3
20015,Lumat,ungraded,1/1/2020,0.4,64.71,loose_figure,alien/other,6.8
20016,Lumat,ungraded,1/1/2021,0.4,112.5,loose_figure,alien/other,8.6
20017,Lumat,ungraded,1/1/2022,0.4,105.41,loose_figure,alien/other,7.8
20018,Lumat,ungraded,1/1/2023,0.4,99,loose_figure,alien/other,7
20019,Lumat,ungraded,1/1/2024,0.4,113.42,loose_figure,alien/other,6.8
20020,Lumat,ungraded,1/1/2025,0.4,110,loose_figure,alien/other,4.9
20021,Lumat,ungraded,1/1/2013,0.3,26.65,loose_figure,alien/other,0.3
20022,Lumat,ungraded,1/1/2014,0.3,28.99,loose_figure,alien/other,7.7
20023,Lumat,ungraded,1/1/2015,0.3,31.41,loose_figure,alien/other,9.4
20024,Lumat,ungraded,1/1/2016,0.3,42.07,loose_figure,alien/other,9.5
20025,Lumat,ungraded,1/1/2017,0.3,48.31,loose_figure,alien/other,7.3
20026,Lumat,ungraded,1/1/2018,0.3,54.1,loose_figure,alien/other,6.9
20027,Lumat,ungraded,1/1/2019,0.3,48.34,loose_figure,alien/other,7.3
20028,Lumat,ungraded,1/1/2020,0.3,59,loose_figure,alien/other,6.8
20029,Lumat,ungraded,1/1/2021,0.3,103.6,loose_figure,alien/other,8.6
20030,Lumat,ungraded,1/1/2022,0.3,99.99,loose_figure,alien/other,7.8
20031,Lumat,ungraded,1/1/2023,0.3,90,loose_figure,alien/other,7
20032,Lumat,ungraded,1/1/2024,0.3,106,loose_figure,alien/other,6.8
20033,Lumat,ungraded,1/1/2025,0.3,100,loose_figure,alien/other,4.9
20034,Lumat,ungraded,1/1/2013,0.2,26.65,loose_figure,alien/other,0.3
20035,Lumat,ungraded,1/1/2014,0.2,25.88,loose_figure,alien/other,7.7
20036,Lumat,ungraded,1/1/2015,0.2,29.02,loose_figure,alien/other,9.4
20037,Lumat,ungraded,1/1/2016,0.2,39.09,loose_figure,alien/other,9.5
20038,Lumat,ungraded,1/1/2017,0.2,44,loose_figure,alien/other,7.3
20039,Lumat,ungraded,1/1/2018,0.2,50,loose_figure,alien/other,6.9
20040,Lumat,ungraded,1/1/2019,0.2,40.8,loose_figure,alien/other,7.3
20041,Lumat,ungraded,1/1/2020,0.2,52,loose_figure,alien/other,6.8
20042,Lumat,ungraded,1/1/2021,0.2,99,loose_figure,alien/other,8.6
20043,Lumat,ungraded,1/1/2022,0.2,91.38,loose_figure,alien/other,7.8
20044,Lumat,ungraded,1/1/2023,0.2,85.05,loose_figure,alien/other,7
20045,Lumat,ungraded,1/1/2024,0.2,99.5,loose_figure,alien/other,6.8
20046,Lumat,ungraded,1/1/2025,0.2,89,loose_figure,alien/other,4.9
20047,Lumat,ungraded,1/1/2013,0.1,26.65,loose_figure,alien/other,0.3
20048,Lumat,ungraded,1/1/2014,0.1,20.75,loose_figure,alien/other,7.7
20049,Lumat,ungraded,1/1/2015,0.1,25.88,loose_figure,alien/other,9.4
20050,Lumat,ungraded,1/1/2016,0.1,37,loose_figure,alien/other,9.5
20051,Lumat,ungraded,1/1/2017,0.1,37.35,loose_figure,alien/other,7.3
20052,Lumat,ungraded,1/1/2018,0.1,42.44,loose_figure,alien/other,6.9
20053,Lumat,ungraded,1/1/2019,0.1,38,loose_figure,alien/other,7.3
20054,Lumat,ungraded,1/1/2020,0.1,42,loose_figure,alien/other,6.8
20055,Lumat,ungraded,1/1/2021,0.1,91,loose_figure,alien/other,8.6
20056,Lumat,ungraded,1/1/2022,0.1,77.04,loose_figure,alien/other,7.8
20057,Lumat,ungraded,1/1/2023,0.1,77,loose_figure,alien/other,7
20058,Lumat,ungraded,1/1/2024,0.1,85,loose_figure,alien/other,6.8
20059,Lumat,ungraded,1/1/2025,0.1,81,loose_figure,alien/other,4.9
20060,Lumat,graded,1/1/2013,1,52.88,loose_figure,alien/other,0.1
20061,Lumat,graded,1/1/2014,1,82.88,loose_figure,alien/other,1.1
20062,Lumat,graded,1/1/2015,1,120.87,loose_figure,alien/other,2
20063,Lumat,graded,1/1/2016,1,126.99,loose_figure,alien/other,1.7
20064,Lumat,graded,1/1/2017,1,139.5,loose_figure,alien/other,1.8
20065,Lumat,graded,1/1/2018,1,206.36,loose_figure,alien/other,3.1
20066,Lumat,graded,1/1/2019,1,228.01,loose_figure,alien/other,2.3
20067,Lumat,graded,1/1/2020,1,259.72,loose_figure,alien/other,2
20068,Lumat,graded,1/1/2021,1,427,loose_figure,alien/other,2.3
20069,Lumat,graded,1/1/2022,1,412.5,loose_figure,alien/other,1.9
20070,Lumat,graded,1/1/2023,1,330,loose_figure,alien/other,1.7
20071,Lumat,graded,1/1/2024,1,395.94,loose_figure,alien/other,2.5
20072,Lumat,graded,1/1/2025,1,649.99,loose_figure,alien/other,1.2
20073,Lumat,graded,1/1/2013,0.9,52.88,loose_figure,alien/other,0.1
20074,Lumat,graded,1/1/2014,0.9,80.99,loose_figure,alien/other,1.1
20075,Lumat,graded,1/1/2015,0.9,89.99,loose_figure,alien/other,2
20076,Lumat,graded,1/1/2016,0.9,102.61,loose_figure,alien/other,1.7
20077,Lumat,graded,1/1/2017,0.9,108.22,loose_figure,alien/other,1.8
20078,Lumat,graded,1/1/2018,0.9,132.29,loose_figure,alien/other,3.1
20079,Lumat,graded,1/1/2019,0.9,112.87,loose_figure,alien/other,2.3
20080,Lumat,graded,1/1/2020,0.9,239.3,loose_figure,alien/other,2
20081,Lumat,graded,1/1/2021,0.9,280.42,loose_figure,alien/other,2.3
20082,Lumat,graded,1/1/2022,0.9,252.91,loose_figure,alien/other,1.9
20083,Lumat,graded,1/1/2023,0.9,200,loose_figure,alien/other,1.7
20084,Lumat,graded,1/1/2024,0.9,324.5,loose_figure,alien/other,2.5
20085,Lumat,graded,1/1/2025,0.9,200,loose_figure,alien/other,1.2
20086,Lumat,graded,1/1/2013,0.8,52.88,loose_figure,alien/other,0.1
20087,Lumat,graded,1/1/2014,0.8,72.85,loose_figure,alien/other,1.1
20088,Lumat,graded,1/1/2015,0.8,79.99,loose_figure,alien/other,2
20089,Lumat,graded,1/1/2016,0.8,79.23,loose_figure,alien/other,1.7
20090,Lumat,graded,1/1/2017,0.8,83,loose_figure,alien/other,1.8
20091,Lumat,graded,1/1/2018,0.8,94.03,loose_figure,alien/other,3.1
20092,Lumat,graded,1/1/2019,0.8,97.99,loose_figure,alien/other,2.3
20093,Lumat,graded,1/1/2020,0.8,152.88,loose_figure,alien/other,2
20094,Lumat,graded,1/1/2021,0.8,275.49,loose_figure,alien/other,2.3
20095,Lumat,graded,1/1/2022,0.8,214.34,loose_figure,alien/other,1.9
20096,Lumat,graded,1/1/2023,0.8,183.79,loose_figure,alien/other,1.7
20097,Lumat,graded,1/1/2024,0.8,230.74,loose_figure,alien/other,2.5
20098,Lumat,graded,1/1/2025,0.8,197.95,loose_figure,alien/other,1.2
20099,Lumat,graded,1/1/2013,0.7,52.88,loose_figure,alien/other,0.1
20100,Lumat,graded,1/1/2014,0.7,72,loose_figure,alien/other,1.1
20101,Lumat,graded,1/1/2015,0.7,71.6,loose_figure,alien/other,2
20102,Lumat,graded,1/1/2016,0.7,79.07,loose_figure,alien/other,1.7
20103,Lumat,graded,1/1/2017,0.7,77.01,loose_figure,alien/other,1.8
20104,Lumat,graded,1/1/2018,0.7,85,loose_figure,alien/other,3.1
20105,Lumat,graded,1/1/2019,0.7,92.95,loose_figure,alien/other,2.3
20106,Lumat,graded,1/1/2020,0.7,121.35,loose_figure,alien/other,2
20107,Lumat,graded,1/1/2021,0.7,225,loose_figure,alien/other,2.3
20108,Lumat,graded,1/1/2022,0.7,202.5,loose_figure,alien/other,1.9
20109,Lumat,graded,1/1/2023,0.7,178.04,loose_figure,alien/other,1.7
20110,Lumat,graded,1/1/2024,0.7,195,loose_figure,alien/other,2.5
20111,Lumat,graded,1/1/2025,0.7,177.46,loose_figure,alien/other,1.2
20112,Lumat,graded,1/1/2013,0.6,52.88,loose_figure,alien/other,0.1
